26-Jan-2021 12:36:22
Meas. Pulse Power provided by IQ-Mod and Small signal Gain Response
CW @ 8.5GHz and -20dBm

Time(Sec.)	 Gain(dB)            Pout(dBm)	
 13.64    8.789373e-01    4.769374e-01
 13.65    8.836626e-01    4.681243e-01
 13.66    8.882996e-01    4.592644e-01
 13.67    8.928478e-01    4.503586e-01
 13.68    8.973066e-01    4.414078e-01
 13.69    9.016758e-01    4.324128e-01
 13.7    9.059547e-01    4.233745e-01
 13.71    9.101431e-01    4.142940e-01
 13.72    9.142405e-01    4.051720e-01
 13.73    9.182464e-01    3.960095e-01
 13.74    9.221605e-01    3.868074e-01
 13.75    9.259824e-01    3.775666e-01
 13.76    9.297117e-01    3.682880e-01
 13.77    9.333481e-01    3.589726e-01
 13.78    9.368911e-01    3.496214e-01
 13.79    9.403404e-01    3.402351e-01
 13.8    9.436957e-01    3.308149e-01
 13.81    9.469566e-01    3.213615e-01
 13.82    9.501228e-01    3.118761e-01
 13.83    9.531940e-01    3.023594e-01
 13.84    9.561699e-01    2.928125e-01
 13.85    9.590501e-01    2.832363e-01
 13.86    9.618345e-01    2.736318e-01
 13.87    9.645227e-01    2.640000e-01
 13.88    9.671144e-01    2.543417e-01
 13.89    9.696094e-01    2.446580e-01
 13.9    9.720075e-01    2.349498e-01
 13.91    9.743084e-01    2.252182e-01
 13.92    9.765118e-01    2.154640e-01
 13.93    9.786176e-01    2.056882e-01
 13.94    9.806255e-01    1.958920e-01
 13.95    9.825353e-01    1.860761e-01
 13.96    9.843469e-01    1.762416e-01
 13.97    9.860601e-01    1.663895e-01
 13.98    9.876747e-01    1.565207e-01
 13.99    9.891905e-01    1.466363e-01
 14    9.906074e-01    1.367372e-01
 14.01    9.919252e-01    1.268245e-01
 14.02    9.931438e-01    1.168990e-01
 14.03    9.942631e-01    1.069619e-01
 14.04    9.952830e-01    9.701411e-02
 14.05    9.962034e-01    8.705660e-02
 14.06    9.970241e-01    7.709038e-02
 14.07    9.977451e-01    6.711645e-02
 14.08    9.983664e-01    5.713581e-02
 14.09    9.988878e-01    4.714945e-02
 14.1    9.993094e-01    3.715838e-02
 14.11    9.996310e-01    2.716360e-02
 14.12    9.998527e-01    1.716610e-02
 14.13    9.999743e-01    7.166880e-03
 14.14    9.999960e-01   -2.833055e-03
 14.15    9.999177e-01   -1.283271e-02
 14.16    9.997393e-01   -2.283107e-02
 14.17    9.994610e-01   -3.282716e-02
 14.18    9.990828e-01   -4.281996e-02
 14.19    9.986047e-01   -5.280848e-02
 14.2    9.980267e-01   -6.279172e-02
 14.21    9.973488e-01   -7.276868e-02
 14.22    9.965713e-01   -8.273837e-02
 14.23    9.956941e-01   -9.269978e-02
 14.24    9.947173e-01   -1.026519e-01
 14.25    9.936411e-01   -1.125938e-01
 14.26    9.924655e-01   -1.225244e-01
 14.27    9.911907e-01   -1.324428e-01
 14.28    9.898167e-01   -1.423479e-01
 14.29    9.883437e-01   -1.522388e-01
 14.3    9.867720e-01   -1.621144e-01
 14.31    9.851015e-01   -1.719739e-01
 14.32    9.833325e-01   -1.818161e-01
 14.33    9.814652e-01   -1.916402e-01
 14.34    9.794998e-01   -2.014451e-01
 14.35    9.774364e-01   -2.112299e-01
 14.36    9.752753e-01   -2.209935e-01
 14.37    9.730166e-01   -2.307351e-01
 14.38    9.706607e-01   -2.404535e-01
 14.39    9.682076e-01   -2.501479e-01
 14.4    9.656578e-01   -2.598174e-01
 14.41    9.630114e-01   -2.694608e-01
 14.42    9.602687e-01   -2.790773e-01
 14.43    9.574299e-01   -2.886658e-01
 14.44    9.544954e-01   -2.982255e-01
 14.45    9.514655e-01   -3.077554e-01
 14.46    9.483404e-01   -3.172545e-01
 14.47    9.451205e-01   -3.267219e-01
 14.48    9.418061e-01   -3.361566e-01
 14.49    9.383975e-01   -3.455577e-01
 14.5    9.348951e-01   -3.549243e-01
 14.51    9.312991e-01   -3.642553e-01
 14.52    9.276101e-01   -3.735499e-01
 14.53    9.238283e-01   -3.828072e-01
 14.54    9.199541e-01   -3.920262e-01
 14.55    9.159879e-01   -4.012060e-01
 14.56    9.119301e-01   -4.103456e-01
 14.57    9.077811e-01   -4.194443e-01
 14.58    9.035413e-01   -4.285010e-01
 14.59    8.992112e-01   -4.375148e-01
 14.6    8.947912e-01   -4.464849e-01
 14.61    8.902817e-01   -4.554103e-01
 14.62    8.856831e-01   -4.642902e-01
 14.63    8.809960e-01   -4.731237e-01
 14.64    8.762208e-01   -4.819099e-01
 14.65    8.713580e-01   -4.906478e-01
 14.66    8.664080e-01   -4.993367e-01
 14.67    8.613714e-01   -5.079757e-01
 14.68    8.562487e-01   -5.165639e-01
 14.69    8.510403e-01   -5.251004e-01
 14.7    8.457468e-01   -5.335844e-01
 14.71    8.403688e-01   -5.420150e-01
 14.72    8.349067e-01   -5.503915e-01
 14.73    8.293611e-01   -5.587129e-01
 14.74    8.237326e-01   -5.669784e-01
 14.75    8.180218e-01   -5.751873e-01
 14.76    8.122291e-01   -5.833386e-01
 14.77    8.063552e-01   -5.914316e-01
 14.78    8.004007e-01   -5.994654e-01
 14.79    7.943661e-01   -6.074393e-01
 14.8    7.882521e-01   -6.153525e-01
 14.81    7.820592e-01   -6.232041e-01
 14.82    7.757882e-01   -6.309934e-01
 14.83    7.694396e-01   -6.387196e-01
 14.84    7.630140e-01   -6.463819e-01
 14.85    7.565122e-01   -6.539796e-01
 14.86    7.499346e-01   -6.615119e-01
 14.87    7.432821e-01   -6.689781e-01
 14.88    7.365553e-01   -6.763773e-01
 14.89    7.297548e-01   -6.837089e-01
 14.9    7.228813e-01   -6.909722e-01
 14.91    7.159356e-01   -6.981663e-01
 14.92    7.089183e-01   -7.052907e-01
 14.93    7.018300e-01   -7.123445e-01
 14.94    6.946716e-01   -7.193270e-01
 14.95    6.874437e-01   -7.262377e-01
 14.96    6.801471e-01   -7.330757e-01
 14.97    6.727825e-01   -7.398404e-01
 14.98    6.653505e-01   -7.465311e-01
 14.99    6.578521e-01   -7.531472e-01
 15    6.502878e-01   -7.596879e-01
 15.01    6.426586e-01   -7.661527e-01
 15.02    6.349650e-01   -7.725409e-01
 15.03    6.272080e-01   -7.788518e-01
 15.04    6.193883e-01   -7.850848e-01
 15.05    6.115066e-01   -7.912393e-01
 15.06    6.035637e-01   -7.973147e-01
 15.07    5.955605e-01   -8.033104e-01
 15.08    5.874978e-01   -8.092258e-01
 15.09    5.793763e-01   -8.150602e-01
 15.1    5.711969e-01   -8.208131e-01
 15.11    5.629603e-01   -8.264839e-01
 15.12    5.546675e-01   -8.320721e-01
 15.13    5.463192e-01   -8.375771e-01
 15.14    5.379162e-01   -8.429983e-01
 15.15    5.294595e-01   -8.483352e-01
 15.16    5.209498e-01   -8.535873e-01
 15.17    5.123880e-01   -8.587541e-01
 15.18    5.037750e-01   -8.638349e-01
 15.19    4.951116e-01   -8.688294e-01
 15.2    4.863987e-01   -8.737370e-01
 15.21    4.776371e-01   -8.785572e-01
 15.22    4.688278e-01   -8.832896e-01
 15.23    4.599716e-01   -8.879336e-01
 15.24    4.510695e-01   -8.924888e-01
 15.25    4.421222e-01   -8.969548e-01
 15.26    4.331307e-01   -9.013311e-01
 15.27    4.240958e-01   -9.056173e-01
 15.28    4.150186e-01   -9.098129e-01
 15.29    4.058999e-01   -9.139175e-01
 15.3    3.967406e-01   -9.179308e-01
 15.31    3.875416e-01   -9.218522e-01
 15.32    3.783038e-01   -9.256815e-01
 15.33    3.690283e-01   -9.294182e-01
 15.34    3.597158e-01   -9.330619e-01
 15.35    3.503673e-01   -9.366124e-01
 15.36    3.409838e-01   -9.400692e-01
 15.37    3.315663e-01   -9.434319e-01
 15.38    3.221155e-01   -9.467004e-01
 15.39    3.126326e-01   -9.498741e-01
 15.4    3.031184e-01   -9.529529e-01
 15.41    2.935738e-01   -9.559364e-01
 15.42    2.839999e-01   -9.588243e-01
 15.43    2.743977e-01   -9.616163e-01
 15.44    2.647679e-01   -9.643122e-01
 15.45    2.551117e-01   -9.669116e-01
 15.46    2.454300e-01   -9.694143e-01
 15.47    2.357238e-01   -9.718201e-01
 15.48    2.259940e-01   -9.741287e-01
 15.49    2.162415e-01   -9.763399e-01
 15.5    2.064675e-01   -9.784535e-01
 15.51    1.966728e-01   -9.804692e-01
 15.52    1.868584e-01   -9.823869e-01
 15.53    1.770254e-01   -9.842063e-01
 15.54    1.671746e-01   -9.859273e-01
 15.55    1.573072e-01   -9.875497e-01
 15.56    1.474240e-01   -9.890734e-01
 15.57    1.375260e-01   -9.904982e-01
 15.58    1.276143e-01   -9.918239e-01
 15.59    1.176899e-01   -9.930504e-01
 15.6    1.077537e-01   -9.941776e-01
 15.61    9.780665e-02   -9.952054e-01
 15.62    8.784988e-02   -9.961337e-01
 15.63    7.788431e-02   -9.969624e-01
 15.64    6.791096e-02   -9.976914e-01
 15.65    5.793082e-02   -9.983206e-01
 15.66    4.794488e-02   -9.988500e-01
 15.67    3.795415e-02   -9.992795e-01
 15.68    2.795962e-02   -9.996091e-01
 15.69    1.796230e-02   -9.998387e-01
 15.7    7.963184e-03   -9.999683e-01
 15.71   -2.036731e-03   -9.999979e-01
 15.72   -1.203644e-02   -9.999276e-01
 15.73   -2.203495e-02   -9.997572e-01
 15.74   -3.203125e-02   -9.994869e-01
 15.75   -4.202435e-02   -9.991166e-01
 15.76   -5.201325e-02   -9.986464e-01
 15.77   -6.199695e-02   -9.980763e-01
 15.78   -7.197444e-02   -9.974065e-01
 15.79   -8.194474e-02   -9.966369e-01
 15.8   -9.190685e-02   -9.957676e-01
 15.81   -1.018598e-01   -9.947988e-01
 15.82   -1.118025e-01   -9.937304e-01
 15.83   -1.217340e-01   -9.925628e-01
 15.84   -1.316534e-01   -9.912958e-01
 15.85   -1.415596e-01   -9.899297e-01
 15.86   -1.514517e-01   -9.884647e-01
 15.87   -1.613286e-01   -9.869007e-01
 15.88   -1.711894e-01   -9.852381e-01
 15.89   -1.810330e-01   -9.834770e-01
 15.9   -1.908586e-01   -9.816175e-01
 15.91   -2.006651e-01   -9.796599e-01
 15.92   -2.104515e-01   -9.776043e-01
 15.93   -2.202168e-01   -9.754510e-01
 15.94   -2.299601e-01   -9.732000e-01
 15.95   -2.396805e-01   -9.708518e-01
 15.96   -2.493769e-01   -9.684065e-01
 15.97   -2.590483e-01   -9.658644e-01
 15.98   -2.686938e-01   -9.632256e-01
 15.99   -2.783125e-01   -9.604906e-01
 16   -2.879033e-01   -9.576595e-01
 16.01   -2.974654e-01   -9.547326e-01
 16.02   -3.069977e-01   -9.517103e-01
 16.03   -3.164992e-01   -9.485928e-01
 16.04   -3.259692e-01   -9.453804e-01
 16.05   -3.354065e-01   -9.420735e-01
 16.06   -3.448103e-01   -9.386724e-01
 16.07   -3.541797e-01   -9.351774e-01
 16.08   -3.635136e-01   -9.315889e-01
 16.09   -3.728111e-01   -9.279072e-01
 16.1   -3.820714e-01   -9.241328e-01
 16.11   -3.912935e-01   -9.202659e-01
 16.12   -4.004764e-01   -9.163071e-01
 16.13   -4.096193e-01   -9.122565e-01
 16.14   -4.187213e-01   -9.081148e-01
 16.15   -4.277813e-01   -9.038823e-01
 16.16   -4.367986e-01   -8.995593e-01
 16.17   -4.457722e-01   -8.951464e-01
 16.18   -4.547012e-01   -8.906440e-01
 16.19   -4.635848e-01   -8.860526e-01
 16.2   -4.724220e-01   -8.813725e-01
 16.21   -4.812119e-01   -8.766043e-01
 16.22   -4.899538e-01   -8.717484e-01
 16.23   -4.986466e-01   -8.668054e-01
 16.24   -5.072896e-01   -8.617756e-01
 16.25   -5.158818e-01   -8.566597e-01
 16.26   -5.244225e-01   -8.514582e-01
 16.27   -5.329107e-01   -8.461715e-01
 16.28   -5.413457e-01   -8.408001e-01
 16.29   -5.497264e-01   -8.353447e-01
 16.3   -5.580523e-01   -8.298058e-01
 16.31   -5.663223e-01   -8.241839e-01
 16.32   -5.745357e-01   -8.184795e-01
 16.33   -5.826916e-01   -8.126934e-01
 16.34   -5.907893e-01   -8.068259e-01
 16.35   -5.988279e-01   -8.008778e-01
 16.36   -6.068066e-01   -7.948495e-01
 16.37   -6.147246e-01   -7.887418e-01
 16.38   -6.225811e-01   -7.825553e-01
 16.39   -6.303754e-01   -7.762904e-01
 16.4   -6.381067e-01   -7.699480e-01
 16.41   -6.457741e-01   -7.635285e-01
 16.42   -6.533770e-01   -7.570327e-01
 16.43   -6.609145e-01   -7.504612e-01
 16.44   -6.683860e-01   -7.438146e-01
 16.45   -6.757906e-01   -7.370937e-01
 16.46   -6.831276e-01   -7.302990e-01
 16.47   -6.903963e-01   -7.234314e-01
 16.48   -6.975960e-01   -7.164913e-01
 16.49   -7.047259e-01   -7.094797e-01
 16.5   -7.117853e-01   -7.023971e-01
 16.51   -7.187736e-01   -6.952442e-01
 16.52   -7.256900e-01   -6.880218e-01
 16.53   -7.325338e-01   -6.807306e-01
 16.54   -7.393044e-01   -6.733714e-01
 16.55   -7.460010e-01   -6.659448e-01
 16.56   -7.526231e-01   -6.584516e-01
 16.57   -7.591698e-01   -6.508926e-01
 16.58   -7.656407e-01   -6.432685e-01
 16.59   -7.720350e-01   -6.355800e-01
 16.6   -7.783521e-01   -6.278280e-01
 16.61   -7.845913e-01   -6.200133e-01
 16.62   -7.907521e-01   -6.121365e-01
 16.63   -7.968339e-01   -6.041985e-01
 16.64   -8.028359e-01   -5.962001e-01
 16.65   -8.087577e-01   -5.881420e-01
 16.66   -8.145985e-01   -5.800252e-01
 16.67   -8.203580e-01   -5.718503e-01
 16.68   -8.260354e-01   -5.636183e-01
 16.69   -8.316302e-01   -5.553299e-01
 16.7   -8.371418e-01   -5.469860e-01
 16.71   -8.425697e-01   -5.385873e-01
 16.72   -8.479133e-01   -5.301348e-01
 16.73   -8.531722e-01   -5.216294e-01
 16.74   -8.583458e-01   -5.130717e-01
 16.75   -8.634335e-01   -5.044627e-01
 16.76   -8.684348e-01   -4.958033e-01
 16.77   -8.733494e-01   -4.870943e-01
 16.78   -8.781766e-01   -4.783366e-01
 16.79   -8.829159e-01   -4.695311e-01
 16.8   -8.875670e-01   -4.606786e-01
 16.81   -8.921294e-01   -4.517800e-01
 16.82   -8.966025e-01   -4.428363e-01
 16.83   -9.009859e-01   -4.338483e-01
 16.84   -9.052793e-01   -4.248169e-01
 16.85   -9.094821e-01   -4.157430e-01
 16.86   -9.135940e-01   -4.066275e-01
 16.87   -9.176146e-01   -3.974714e-01
 16.88   -9.215433e-01   -3.882756e-01
 16.89   -9.253799e-01   -3.790409e-01
 16.9   -9.291240e-01   -3.697683e-01
 16.91   -9.327752e-01   -3.604587e-01
 16.92   -9.363331e-01   -3.511131e-01
 16.93   -9.397973e-01   -3.417323e-01
 16.94   -9.431676e-01   -3.323174e-01
 16.95   -9.464436e-01   -3.228693e-01
 16.96   -9.496249e-01   -3.133889e-01
 16.97   -9.527112e-01   -3.038771e-01
 16.98   -9.557023e-01   -2.943350e-01
 16.99   -9.585978e-01   -2.847634e-01
 17   -9.613975e-01   -2.751633e-01
 17.01   -9.641010e-01   -2.655358e-01
 17.02   -9.667081e-01   -2.558816e-01
 17.03   -9.692186e-01   -2.462019e-01
 17.04   -9.716321e-01   -2.364976e-01
 17.05   -9.739484e-01   -2.267696e-01
 17.06   -9.761674e-01   -2.170189e-01
 17.07   -9.782887e-01   -2.072466e-01
 17.08   -9.803123e-01   -1.974535e-01
 17.09   -9.822377e-01   -1.876407e-01
 17.1   -9.840650e-01   -1.778091e-01
 17.11   -9.857939e-01   -1.679597e-01
 17.12   -9.874241e-01   -1.580935e-01
 17.13   -9.889557e-01   -1.482115e-01
 17.14   -9.903883e-01   -1.383147e-01
 17.15   -9.917219e-01   -1.284041e-01
 17.16   -9.929564e-01   -1.184806e-01
 17.17   -9.940915e-01   -1.085453e-01
 17.18   -9.951272e-01   -9.859913e-02
 17.19   -9.960635e-01   -8.864310e-02
 17.2   -9.969001e-01   -7.867819e-02
 17.21   -9.976370e-01   -6.870543e-02
 17.22   -9.982742e-01   -5.872579e-02
 17.23   -9.988115e-01   -4.874028e-02
 17.24   -9.992489e-01   -3.874989e-02
 17.25   -9.995865e-01   -2.875563e-02
 17.26   -9.998240e-01   -1.875849e-02
 17.27   -9.999616e-01   -8.759483e-03
 17.28   -9.999992e-01    1.240405e-03
 17.29   -9.999368e-01    1.124017e-02
 17.3   -9.997744e-01    2.123881e-02
 17.31   -9.995121e-01    3.123532e-02
 17.32   -9.991497e-01    4.122872e-02
 17.33   -9.986875e-01    5.121799e-02
 17.34   -9.981254e-01    6.120213e-02
 17.35   -9.974635e-01    7.118016e-02
 17.36   -9.967018e-01    8.115107e-02
 17.37   -9.958405e-01    9.111386e-02
 17.38   -9.948796e-01    1.010675e-01
 17.39   -9.938192e-01    1.110111e-01
 17.4   -9.926594e-01    1.209436e-01
 17.41   -9.914003e-01    1.308640e-01
 17.42   -9.900421e-01    1.407713e-01
 17.43   -9.885850e-01    1.506645e-01
 17.44   -9.870289e-01    1.605426e-01
 17.45   -9.853742e-01    1.704047e-01
 17.46   -9.836209e-01    1.802498e-01
 17.47   -9.817692e-01    1.900768e-01
 17.48   -9.798194e-01    1.998849e-01
 17.49   -9.777716e-01    2.096729e-01
 17.5   -9.756260e-01    2.194400e-01
 17.51   -9.733829e-01    2.291851e-01
 17.52   -9.710424e-01    2.389073e-01
 17.53   -9.686048e-01    2.486056e-01
 17.54   -9.660704e-01    2.582791e-01
 17.55   -9.634393e-01    2.679267e-01
 17.56   -9.607119e-01    2.775475e-01
 17.57   -9.578884e-01    2.871406e-01
 17.58   -9.549692e-01    2.967050e-01
 17.59   -9.519544e-01    3.062397e-01
 17.6   -9.488445e-01    3.157438e-01
 17.61   -9.456397e-01    3.252163e-01
 17.62   -9.423403e-01    3.346562e-01
 17.63   -9.389467e-01    3.440627e-01
 17.64   -9.354591e-01    3.534349e-01
 17.65   -9.318781e-01    3.627716e-01
 17.66   -9.282038e-01    3.720721e-01
 17.67   -9.244368e-01    3.813354e-01
 17.68   -9.205772e-01    3.905605e-01
 17.69   -9.166257e-01    3.997466e-01
 17.7   -9.125824e-01    4.088927e-01
 17.71   -9.084480e-01    4.179980e-01
 17.72   -9.042226e-01    4.270614e-01
 17.73   -8.999069e-01    4.360821e-01
 17.74   -8.955011e-01    4.450592e-01
 17.75   -8.910058e-01    4.539918e-01
 17.76   -8.864214e-01    4.628791e-01
 17.77   -8.817484e-01    4.717200e-01
 17.78   -8.769872e-01    4.805137e-01
 17.79   -8.721383e-01    4.892594e-01
 17.8   -8.672022e-01    4.979562e-01
 17.81   -8.621793e-01    5.066032e-01
 17.82   -8.570703e-01    5.151995e-01
 17.83   -8.518755e-01    5.237443e-01
 17.84   -8.465956e-01    5.322367e-01
 17.85   -8.412310e-01    5.406759e-01
 17.86   -8.357822e-01    5.490611e-01
 17.87   -8.302499e-01    5.573913e-01
 17.88   -8.246346e-01    5.656658e-01
 17.89   -8.189368e-01    5.738837e-01
 17.9   -8.131571e-01    5.820443e-01
 17.91   -8.072961e-01    5.901466e-01
 17.92   -8.013544e-01    5.981899e-01
 17.93   -7.953325e-01    6.061734e-01
 17.94   -7.892311e-01    6.140963e-01
 17.95   -7.830508e-01    6.219578e-01
 17.96   -7.767922e-01    6.297570e-01
 17.97   -7.704559e-01    6.374933e-01
 17.98   -7.640425e-01    6.451659e-01
 17.99   -7.575528e-01    6.527739e-01
 18   -7.509872e-01    6.603167e-01
 18.01   -7.443466e-01    6.677934e-01
 18.02   -7.376316e-01    6.752034e-01
 18.03   -7.308428e-01    6.825458e-01
 18.04   -7.239809e-01    6.898200e-01
 18.05   -7.170466e-01    6.970252e-01
 18.06   -7.100406e-01    7.041607e-01
 18.07   -7.029636e-01    7.112258e-01
 18.08   -6.958164e-01    7.182197e-01
 18.09   -6.885995e-01    7.251419e-01
 18.1   -6.813138e-01    7.319915e-01
 18.11   -6.739599e-01    7.387679e-01
 18.12   -6.665387e-01    7.454705e-01
 18.13   -6.590507e-01    7.520985e-01
 18.14   -6.514969e-01    7.586513e-01
 18.15   -6.438780e-01    7.651282e-01
 18.16   -6.361946e-01    7.715286e-01
 18.17   -6.284477e-01    7.778519e-01
 18.18   -6.206378e-01    7.840974e-01
 18.19   -6.127660e-01    7.902644e-01
 18.2   -6.048328e-01    7.963525e-01
 18.21   -5.968392e-01    8.023609e-01
 18.22   -5.887859e-01    8.082891e-01
 18.23   -5.806737e-01    8.141364e-01
 18.24   -5.725034e-01    8.199023e-01
 18.25   -5.642759e-01    8.255863e-01
 18.26   -5.559920e-01    8.311877e-01
 18.27   -5.476524e-01    8.367059e-01
 18.28   -5.392581e-01    8.421405e-01
 18.29   -5.308099e-01    8.474909e-01
 18.3   -5.223086e-01    8.527566e-01
 18.31   -5.137551e-01    8.579369e-01
 18.32   -5.051501e-01    8.630315e-01
 18.33   -4.964947e-01    8.680397e-01
 18.34   -4.877896e-01    8.729612e-01
 18.35   -4.790358e-01    8.777954e-01
 18.36   -4.702340e-01    8.825418e-01
 18.37   -4.613852e-01    8.871999e-01
 18.38   -4.524903e-01    8.917693e-01
 18.39   -4.435501e-01    8.962496e-01
 18.4   -4.345656e-01    9.006402e-01
 18.41   -4.255376e-01    9.049407e-01
 18.42   -4.164671e-01    9.091508e-01
 18.43   -4.073549e-01    9.132699e-01
 18.44   -3.982020e-01    9.172977e-01
 18.45   -3.890093e-01    9.212338e-01
 18.46   -3.797776e-01    9.250778e-01
 18.47   -3.705080e-01    9.288293e-01
 18.48   -3.612014e-01    9.324878e-01
 18.49   -3.518586e-01    9.360532e-01
 18.5   -3.424806e-01    9.395249e-01
 18.51   -3.330684e-01    9.429027e-01
 18.52   -3.236229e-01    9.461862e-01
 18.53   -3.141450e-01    9.493750e-01
 18.54   -3.046357e-01    9.524689e-01
 18.55   -2.950959e-01    9.554676e-01
 18.56   -2.855267e-01    9.583708e-01
 18.57   -2.759288e-01    9.611781e-01
 18.58   -2.663034e-01    9.638893e-01
 18.59   -2.566514e-01    9.665040e-01
 18.6   -2.469737e-01    9.690222e-01
 18.61   -2.372713e-01    9.714434e-01
 18.62   -2.275451e-01    9.737675e-01
 18.63   -2.177962e-01    9.759943e-01
 18.64   -2.080256e-01    9.781234e-01
 18.65   -1.982341e-01    9.801547e-01
 18.66   -1.884228e-01    9.820880e-01
 18.67   -1.785927e-01    9.839231e-01
 18.68   -1.687447e-01    9.856598e-01
 18.69   -1.588798e-01    9.872979e-01
 18.7   -1.489990e-01    9.888373e-01
 18.71   -1.391034e-01    9.902779e-01
 18.72   -1.291938e-01    9.916194e-01
 18.73   -1.192713e-01    9.928617e-01
 18.74   -1.093369e-01    9.940048e-01
 18.75   -9.939155e-02    9.950484e-01
 18.76   -8.943626e-02    9.959925e-01
 18.77   -7.947203e-02    9.968371e-01
 18.78   -6.949985e-02    9.975820e-01
 18.79   -5.952072e-02    9.982271e-01
 18.8   -4.953564e-02    9.987724e-01
 18.81   -3.954561e-02    9.992178e-01
 18.82   -2.955162e-02    9.995633e-01
 18.83   -1.955468e-02    9.998088e-01
 18.84   -9.555776e-03    9.999543e-01
 18.85    4.440784e-04    9.999999e-01
 18.86    1.044389e-02    9.999455e-01
 18.87    2.044265e-02    9.997910e-01
 18.88    3.043938e-02    9.995366e-01
 18.89    4.043305e-02    9.991822e-01
 18.9    5.042269e-02    9.987280e-01
 18.91    6.040728e-02    9.981738e-01
 18.92    7.038583e-02    9.975198e-01
 18.93    8.035734e-02    9.967661e-01
 18.94    9.032082e-02    9.959127e-01
 18.95    1.002753e-01    9.949597e-01
 18.96    1.102197e-01    9.939072e-01
 18.97    1.201531e-01    9.927554e-01
 18.98    1.300745e-01    9.915042e-01
 18.99    1.399828e-01    9.901539e-01
 19    1.498772e-01    9.887046e-01
 19.01    1.597566e-01    9.871564e-01
 19.02    1.696200e-01    9.855095e-01
 19.03    1.794665e-01    9.837641e-01
 19.04    1.892950e-01    9.819203e-01
 19.05    1.991045e-01    9.799783e-01
 19.06    2.088942e-01    9.779382e-01
 19.07    2.186630e-01    9.758004e-01
 19.08    2.284099e-01    9.735651e-01
 19.09    2.381340e-01    9.712323e-01
 19.1    2.478342e-01    9.688025e-01
 19.11    2.575097e-01    9.662757e-01
 19.12    2.671594e-01    9.636524e-01
 19.13    2.767824e-01    9.609326e-01
 19.14    2.863777e-01    9.581168e-01
 19.15    2.959444e-01    9.552052e-01
 19.16    3.054815e-01    9.521980e-01
 19.17    3.149881e-01    9.490956e-01
 19.18    3.244631e-01    9.458983e-01
 19.19    3.339057e-01    9.426065e-01
 19.2    3.433149e-01    9.392203e-01
 19.21    3.526898e-01    9.357403e-01
 19.22    3.620294e-01    9.321667e-01
 19.23    3.713328e-01    9.284998e-01
 19.24    3.805991e-01    9.247401e-01
 19.25    3.898273e-01    9.208880e-01
 19.26    3.990166e-01    9.169437e-01
 19.27    4.081659e-01    9.129078e-01
 19.28    4.172744e-01    9.087805e-01
 19.29    4.263412e-01    9.045624e-01
 19.3    4.353654e-01    9.002539e-01
 19.31    4.443460e-01    8.958553e-01
 19.32    4.532822e-01    8.913671e-01
 19.33    4.621730e-01    8.867898e-01
 19.34    4.710177e-01    8.821238e-01
 19.35    4.798152e-01    8.773696e-01
 19.36    4.885648e-01    8.725276e-01
 19.37    4.972655e-01    8.675984e-01
 19.38    5.059164e-01    8.625825e-01
 19.39    5.145168e-01    8.574803e-01
 19.4    5.230658e-01    8.522923e-01
 19.41    5.315624e-01    8.470191e-01
 19.42    5.400059e-01    8.416613e-01
 19.43    5.483953e-01    8.362192e-01
 19.44    5.567300e-01    8.306935e-01
 19.45    5.650089e-01    8.250848e-01
 19.46    5.732314e-01    8.193935e-01
 19.47    5.813965e-01    8.136204e-01
 19.48    5.895035e-01    8.077658e-01
 19.49    5.975516e-01    8.018305e-01
 19.5    6.055399e-01    7.958150e-01
 19.51    6.134676e-01    7.897199e-01
 19.52    6.213340e-01    7.835458e-01
 19.53    6.291383e-01    7.772934e-01
 19.54    6.368796e-01    7.709633e-01
 19.55    6.445573e-01    7.645560e-01
 19.56    6.521705e-01    7.580723e-01
 19.57    6.597185e-01    7.515128e-01
 19.58    6.672005e-01    7.448782e-01
 19.59    6.746158e-01    7.381690e-01
 19.6    6.819636e-01    7.313861e-01
 19.61    6.892433e-01    7.245300e-01
 19.62    6.964540e-01    7.176015e-01
 19.63    7.035951e-01    7.106012e-01
 19.64    7.106658e-01    7.035298e-01
 19.65    7.176654e-01    6.963881e-01
 19.66    7.245933e-01    6.891767e-01
 19.67    7.314487e-01    6.818965e-01
 19.68    7.382310e-01    6.745480e-01
 19.69    7.449395e-01    6.671321e-01
 19.7    7.515734e-01    6.596495e-01
 19.71    7.581322e-01    6.521009e-01
 19.72    7.646152e-01    6.444871e-01
 19.73    7.710217e-01    6.368088e-01
 19.74    7.773512e-01    6.290669e-01
 19.75    7.836029e-01    6.212620e-01
 19.76    7.897762e-01    6.133951e-01
 19.77    7.958706e-01    6.054668e-01
 19.78    8.018853e-01    5.974779e-01
 19.79    8.078199e-01    5.894293e-01
 19.8    8.136737e-01    5.813218e-01
 19.81    8.194462e-01    5.731561e-01
 19.82    8.251367e-01    5.649332e-01
 19.83    8.307447e-01    5.566537e-01
 19.84    8.362696e-01    5.483185e-01
 19.85    8.417108e-01    5.399286e-01
 19.86    8.470679e-01    5.314846e-01
 19.87    8.523404e-01    5.229875e-01
 19.88    8.575275e-01    5.144381e-01
 19.89    8.626289e-01    5.058372e-01
 19.9    8.676441e-01    4.971858e-01
 19.91    8.725725e-01    4.884846e-01
 19.92    8.774136e-01    4.797346e-01
 19.93    8.821670e-01    4.709367e-01
 19.94    8.868322e-01    4.620916e-01
 19.95    8.914087e-01    4.532003e-01
